,user_mean
dTJohVhrW8UMuHApeo_xtw,4.0
ClvLkgSq1NrWBMBDVPdT7Q,4.4
rpa5wYCeXO2kvQ92KH_HvA,4.14
JtqCTs5hmVRIzQTm_jvhiQ,3.36
SPHXvrRXnajqW5I62ldYkw,4.4
uQeOiwIoIn7sypJJm27ZjQ,3.68
pnEzSccoQlXf5ZvOCAw_XA,3.76
QiR2X306Yzd9fuJdKDhkGg,3.57
HFIuj45MwNx-cJkTamazSQ,3.68
UrJSPcSii2LyKViKotQ_Kw,3.86
9Z05mtXrXJ-22PElwp1ahA,4.27
tLrjg5jMmBfnnTs3d61SWw,4.01
4jE1e1o6JCc1mrWhx5WiGg,5.0
q_P9ITaqoIpE9w_557dOLg,4.4
-L0i4tIcOIbAq_gPvykkLA,3.52
rviVgJFfVSBKEyRFFkH05A,4.52
TgXQJsWCTVE4BFijf0kM8g,3.94
-la6YVHqiwf2fR8o617mBQ,4.23
H0nYlvGjMA9szTaqIwTwpg,3.81
SAAMpBGcVVNAww_4yZpIoA,3.61
Z-1BdQOqTpkbrhyudwX1jQ,4.27
LoCIUMo8m1bbt33_0Yqy_Q,4.25
Q96IRvil6RNgdLmGKuh81A,3.84
F6QsMoJdvtohlbnST-fDyQ,4.42
6AWTwd917Y2SdFzfvtV2Rw,3.67
WdzTPQPB8TYKWhodua--2A,3.36
5aBkPhqXNrI_OoMfKlw9KA,3.0
vqsMVqsWZT6XZpq8Tlc43w,3.91
pmzySvAychRdzBE-kmz7ww,4.25
med3OKW-RbCH9f1I3np7Fw,2.71
5G-6WKQ7VHcLsvRt6kqKvQ,3.19
lQ6_t5eJSVmJAT6vA2TXOw,4.67
1nCnpUIcH3twK9seadY7OA,4.5
EP3cGJvYiuOwumerwADplg,4.29
mKqXFHS3B-eD61mE_-6cWA,3.99
gEnU4BqTK-4abqYl_Ljjfg,4.61
CHnSp6logJJND0Tx86LTgA,4.59
OPStKHloEOVxcBtFgkzh2A,2.58
qAbgwS6XmukTJlTDKKj23A,2.9
yz_j8mA3pnkdWkZ6nimBwA,3.53
TeR1SIGaqN1c8SdEivi5vw,4.45
3VrsuHI2bSdRQJH_5kI2yA,3.54
VR3knsuJlZx3Ulx0WRpuWw,3.86
PDpWGp4PVts0rxK_h_2ntg,3.77
gGNAr-cmCQUgA9B0QjVqAg,4.39
r2KPiKG0S3M3w9FvQbm_lw,3.49
TESe3g-BJSdZ5H4KC7yr9g,4.0
CBosnOS2STTS75a1ZsYLZA,4.78
mU5GwCA4uiD0-RH1qt3jrQ,3.64
RisAYFcuCkKKLXOXDkQxQQ,3.82
yA77gvXdxFViK0mZcSiveA,3.63
ZmnvrMWa2ZYYfufwkc_IGw,3.92
obTixVBziFCH0e-EUnAvtg,4.63
NybFr19eR0MCAYJmTkszYg,3.81
jHwEOGkgl0yQ-oLWxiCAGg,3.62
A7p8fnVMFQ5GuMY2Szb81g,3.93
yJ22u_1l01H4NM3wCowIKw,3.89
To6VfMpjPuiixoT4uq_mIg,3.05
HOeDPrTZlOUu5LyBzMiIHg,3.34
9vxUUOoasnu8gtoXRwAhYw,4.0
QKW7sYPWPSsIcWqSiDzChQ,3.8
41C6eUwQKg9WM0ZPvT2sAA,4.57
DBAg7I65F1lVwKU7UaScag,4.26
kpbhy1zPewGDmdNfNqQp-g,4.04
FUMFSDwR4RgCW2SSGqSnNA,4.4
88qE1h2QqGRluTJf9Ui5mQ,2.75
vTofzSbQtiLy-74FWnVJ9w,4.17
k1coIN6KCohR0lc2LxWv0A,2.82
28i9BnGOUpL4z4HJC18gfg,3.21
d19_YEGjzLfG5IAxmf4G7A,3.84
eBFm-lABQiKpaUcPDfYOgA,3.62
E-2gAPE8tJfMgKgXbr3xjg,3.79
Ksm_R7lneKDRa0yaUoBp3A,4.09
9eY0M7voV1g_cm4ddI4OCw,4.05
njEydjx43XGUVptxzviN4Q,3.55
7RZ0mJJ00IiT56sloLBd1w,3.64
q5d_utYyBxTLGrQRh0Z92g,3.13
iKbTz_0m4rEOB4yTL12VSQ,3.57
mSRwdGB_oMEIxtY7I0SU-A,4.04
TK9--44Yh2l9LjuYNM2kgg,3.9
yRg4mlKsA1MxTs7b_AXslA,3.88
QQltfvEq-YYN7roLQarVsg,3.62
lf57rHZpKiaACi6vypK4KA,3.86
0YnT3uyhdF5_1M7Hel1Klg,4.12
3oQvvJ_7BvOH2ER6L58gaQ,3.23
AJPUucBXwboTp1Xs-s27OA,4.0
m4XevEYldam7jBmRXSIdSA,3.5
xqtbShA1yX-zD4LdQQBogA,4.44
PO1H81tZBIjRK84sWpCsVQ,3.78
VKiWDL608wBRQtk05ts59g,3.33
N1koTSTyiLCD8zH0rHSh4w,4.27
3LOQP8QhEZq3RL5HPew6QA,3.31
1eXzNPQGdLBDQDzCXn0m5Q,3.76
qgI2cU2DaNHzv_qwwDoqyQ,4.05
oA6f0r0bDCLAb6RmWIk_mA,4.75
dfprRWlHx_GRUyCY5vmCbQ,3.43
2LCrT_BOJvGV4xi_lmoRcA,3.81
6hvcowqr8NYug9u-Bzw8Jg,3.51
Xz1w0h7wDI22IZKi-CnrHA,4.66
ZPk_wcW7Xot6LngEUj_F6g,2.88
pU2lBD_W3VNvpzKZsRzi2A,4.4
L3HT_5LwkK6xgChRLCNpXQ,3.77
_xt9upq-UIMNFFFbklranw,4.13
y5TsYk1VTXgbNoYCWw-IPw,3.9
d1o01mHoY7Yv5hzDZE9VBg,4.19
3HJnRDIEGA5l33z3x3iltg,5.0
mEMZxvHpemSxn1gl7Lj1Zw,3.55
eatsTYGR2CNM-Huxgm_TVw,3.79
wB7YiVcqEWyL7arlVLsa-g,4.6
fR6Vch-D0L6OBnLMl8f9Sg,4.13
Aa17p4H5O2vVSL6YqTMtrA,4.18
2_tOvm9THqfuxiXSxbE7Zw,3.86
COfMgkFjxBwKD_RAmQ1BCA,3.5
jpbXg1yKBl4FurBi5ukseQ,2.8
0WtprELqWcrSpbwcHRRqeg,3.2
aerUnfhmnNYiazVrK5jcaQ,4.45
qRo9gHN5OiV1-peDuhCh-g,3.75
D7H7T-Q_Y8FJI5li8ZYaiw,3.2
OAWop7e3tUzl-kt3-OwPIQ,3.7
pI3X549nb5ASgTQX5D--1g,4.23
nXSBdhTe51X0es6NRhcO-w,3.72
Ifl0SlgXuEqoLljrpfr8Gg,4.75
N2rvehlxiGV9uN7BjF1ocw,3.25
ehtcnF3Ebvq23p107LcsuA,3.5
EPRsyblhYfDZW6FlCRrUbw,3.75
c2fGoYkOIcU-7hIimRu_VA,3.54
pmmfUT0Mt2jKilCxmeqHVw,4.54
7hLw3qNZPc8uQdLuTxg_hA,4.33
ziCKT5n58tcVfgksImx0VQ,3.56
66tWp8ThwPATFUxYNPyYLw,3.69
5lB5YlqRryKgp1dqTHj9jA,4.21
Yfqrn--hT3xnYDmbQ4EnZw,3.89
9OpjxLRhiV9YImoMVHlxLQ,4.0
gdoPetEmoNslU0Hf3TmuEA,3.89
Fo16fiQu2ueM2v_FO819Nw,3.09
b3NClbxielkqq89xElqlcQ,2.8
BflKR-n71IzZb65wzVBPwA,4.44
b7rSxbAN44bMoqp-sZaUqA,4.6
BXKGr3dETxebTObAbgDFYQ,4.29
Bkpo2iZBMV5w_UCRAjWE1Q,4.31
zfTWrhGi8rJScODD4qOz9Q,4.17
GP-h9colXgkT79BW7aDJeg,3.8
Pmok4HCk2RcYfGY818N3-g,4.78
X1nTlg9in3_Ch8QR8Hx4lg,4.11
Wuk-ajsN4e7n1zBLIedQ-A,3.84
Y2FcksTOoJWzq0Nf_sOwSw,3.5
Bq1WRSGLdj3OmM309sVhYg,3.57
FpCmGLWHe5Y-kDS7ZYaF5w,4.75
LUGzqMjU1p8we9ldBnzVPA,3.67
CM_vuEc6jKqpODm4hZJy8Q,4.43
kUt7V29RumQW8U53ONdbXw,3.54
D8Uf7blD-hozwcTCDAk1bA,4.0
tG8Wgkhc608DWrE4NZ5KzQ,3.83
M3BFEzVn3oHTgQ4-ZXbDrA,5.0
FHJUj7EHB9nB2czVOzQX3Q,3.81
lmiDCrmas8TxRsbIGZX9Pg,3.85
Jt_ym6LJrXXeI9yIUb7-9A,3.33
BkmIUgwHg_5TCkJbdMEiJQ,3.18
q5nFaw9isjD_01PpVAR7hg,3.23
SbM_nNm7KyjEDiBPReGJxw,4.11
8HwEoEq3YZDT_w3kcxiDew,3.93
_czVhMtgTqM0BMT8VwocVg,3.79
CtuoM6_Im-xBZMAqPKMQ8A,3.95
bUQ24S-0ELEj-rAtJ8TEmg,4.33
wj53JTTIld0AjIolfg9v2Q,5.0
KFMF49A-B2ywzv8qcfoTOA,4.12
-zzhFGw6I9wA5EtivKn89Q,4.0
kG0XNpPjIihErYXINk7OYA,4.07
ufQjgArgoMP4yS0uZWPEFw,3.0
M9VMKsxr5BxyrgVoU5AuWQ,4.0
2vqlvaZw1G_iaDyP6VnGoQ,4.35
_JUAxvr5DSEcHTvvXnUsxg,3.86
HMdznviU6wn5T9EHGkjXsA,3.75
7aVtVu6ANtsCEfXfYoSkTg,3.96
AhgwtvYd9guBRs6AZ3Vf5w,4.34
y5YxcvgbQX_uVW0UtHWKxA,4.0
GyFmGA5UQZ4pXdx1lUH86g,3.46
kA2OQAdbwOaGd3Q5ZnNIQw,3.87
p4SNP70HYUpK_wXhRpIcFQ,4.27
pU-c4d5koLUBJuBFKPgNVA,3.87
rF7PJO_wur7GMr7rIR7ntw,3.81
_ju0P_eGbCYI43Pj3BTckQ,3.39
w58QlFxxjniSo3al8_hfZQ,3.9
VeV02NK_4RQm_f-qNxmyPg,3.64
oSeZjRZ4fW1jRBqCLbXw8A,3.43
KOig7-X_TKXrnCJYJZib5g,3.36
OztO5cIHgbN7Qo1d85MENQ,2.65
4ExRrMixBqPxFkF410CH9w,2.25
aIbwrnrP4kTufADO-jGZxA,3.88
LTX9pmF-zXPYB4wE8b9RZg,3.67
z1mKuqGjQq24Fc4wGlXjXw,3.08
j9Dkw4Bp1oBB-n2_-cQzUQ,4.22
l7mX6pyVgo3gcvvcpX4r0Q,3.7
nX8uAoc0_PgIc1YBhfW7zQ,3.76
JrNSIOrh7S7FmlAmxnk0Mw,4.79
izrPGEutYNurRfodgsIxAw,4.3
F5NvOP5YeKetvkYo1W4t3A,3.85
NCNOWg4rVQ5tSOocNvWZxw,4.5
N8hHjWXzKpIohvehOw68ZA,3.88
U7oMbMxoF0T-RlU4PhZGAA,4.17
OAd-vbR_POac1zHtu-Y2Zg,3.57
K6JcyAcWcQFYEf-536o3kw,3.83
7Yye8K6Ei9ROVcx41To19g,3.6
Maz27CEailN4lptbLRGhXQ,3.98
JX1B4dJuK7_bJdbldWuLGg,3.87
ZmCfwDMuYkhpyr-hWKgiaw,3.86
qzND3A_Nv89M4sQn8B4TXg,3.07
DJIwm4UCnM-SOxXbARjPsQ,3.82
x3be6uxIqd9Dypu-o9KsKg,3.31
tGfixyuAcecp8inl2L6uDg,4.12
kk05snSafuIFK0lsxoMNzA,3.77
STRH5HCQ9lkCMNy5R7pq9Q,3.53
mLM84zUn8POCWEq3dTxX9Q,2.83
kYgVe9gg82XChmv2a08mTg,3.86
MrPOzC4Fz_xEwJkA051V8g,3.8
sLuaWOJNALukrThYzqovzA,4.33
TTP7l5g4QUVCpQZ9NTAWqw,3.83
0NckJhx0qXykvvhsm-p7MA,3.59
T4KQp8MGRx6PFKGkiD24Gg,4.0
x46c5z1ldZHuYcLlrIf1nA,4.0
BPde0dz-vM4_fZCNPRT8sA,3.58
jz5yxyXO7vt8AqFwzWBx1Q,4.36
FY3lSrqzMAyk48k5tGMyrw,3.77
IjQ7b5-P-F-t0R7jM95yRQ,3.73
9qLwPqr46CQOwPdDf24YtA,3.0
lPaLv11Z1tdeoM76balPZg,4.02
1uwqR1r9nMDgI6RZT_bL2w,4.41
vM5NaRN1xkbjfm597Fm0OQ,3.25
sG3_fRCEROn0-9TzlawdlA,3.73
1CpyQ1VkgmNwA6RxHoq2bA,3.46
fEmvuLq_5TjUnNspMz1V5w,3.65
VJIwFsZ7-udXymDm2inE0Q,3.57
Ux7a5tbceLU6anNycjwt_Q,3.65
WquqU5s77m7O3-DpkZErYg,4.02
aIAjAU-6NH583EkQ6E9KRw,4.04
fM-blcJqCF90MQvk04aAdg,3.61
ZU99B6ptNb_rlzdSB7Iy3w,2.88
3TGup17SCV6uHsifmTKirg,4.08
4qGR9kNFDYQ4mQREG0aRJA,3.66
4j8c0ttT0OcIYTrARYQZNQ,4.09
ehaSUn67tWxlVpO5yAChHg,4.1
YTrENuteaA0cc5JPkmAHlw,3.81
VO-AemelxZi83yS0FYvKIA,3.78
OQMOgqS1NFIyAW4i66iDYA,3.64
EScPF4SpSncPwC3bf0VW3g,3.75
G_EF7WnaLjMduDasUlm4hw,4.0
RIFHoJhOqVlhIfUoykg89Q,3.88
KIDBCCT6KB8oI1Poj4NkmA,3.79
OIUP77bRiFPIXvkeQv4ejQ,3.44
haOgKrMpeMxtM9NRlEBkBg,4.71
d7G5UmaTLSz6usEB00VpFg,3.25
hPsOtW5Fdsm6yFtllGYcMg,4.81
Sve2h1r-jOyaoGY2GYL0WA,3.97
2l8rt0DwFiD-UAb303c0Dw,3.61
bjyNs56h8t57FYZ7y1_1Rg,3.32
KvWny9qUZJKrqo_LYesgSg,3.69
CuBlJME3OzIK7x-Wk0HAQQ,4.5
D-ZHPaSihu4SNzV0xw1nnA,3.45
DXCWbLXFKWAv-Txq3cLhqQ,3.73
AFFpBXjNlKzqsctfJ7O_AA,3.63
RRTraCQw77EU4yZh0BBTag,3.9
htUqnu_j9CmOqXxilbK4Sg,3.9
pSwP99Bkv6jjOTUzbOn1Sg,2.86
5LBowfIh19Z25enwHJFWNg,3.75
JEHGgY_fGtRCXur03C9fQQ,3.19
b2LsuXZY8QFbwK0ny1UUEg,4.09
4mRx2noRJ1FFRPlzSVEEdQ,4.0
ZRrDJPEoaD4lbLAxZKLzCw,3.22
c1JYN_hMKQKziW6HrTA3cg,4.25
XbzB2i2fjggHsPXtQcOJUA,3.72
I-P1v7sRjDLEfVOndp01kA,3.26
Q4c-HD4iycZGrAnNK6d0tw,3.95
3VrmfYq9WPq5eJs2zqN_jw,4.07
1JICPqMquoVbKMmaZlrTQA,3.4
RtT-zJQ-wFs8zkpkGHe2iA,4.25
RO1EBgzijksa07CXkfM_-w,4.5
vF4B6eFdoDmyV_l7MLHMzw,3.59
8unVTD-_xDC52YsZzUJ3mA,3.75
98LXou0tk_9K-KIY1R2PAw,4.86
fzw2r5fMcB690t3t2aFW4Q,5.0
PMNbT3Y8KDt7E979AJMyng,4.24
eJGh4UF0zHIPPLZG1NkpgA,4.21
E4HbTIHd9PVjUnEKpysaLw,3.87
f8dilgbBoQLxDgQB_T_qFw,3.69
_8KAa1lhcX0JEmDqvODwFg,3.42
Xd4bWdBZQRcaEThtiGFl_w,4.0
h7YB0darjysgjqkm7Q_x-A,3.79
snd45oedwXxF9tsHUX_6dg,4.0
YTw0hz4Y9z29xtd4axMcNQ,3.37
b87-U2ZwReh80dLWA-ZieA,3.34
-qEO4PkRNlkmQKvpB0Im2Q,4.27
DrJnC62-eMRnFai6immsbQ,3.97
qI0DRRJyKrockWlVk3g7uA,3.47
z3xOgubkCYr2qNi7IuG9Rg,4.47
xYzXnIvyadwjcttO0D71KA,4.18
dUrVJl5qi2CJWff7s8HJNw,3.61
XDVABSG5JRXry3Dm45vnyA,3.49
ZD-EVptauNE0vaszVPIOgA,3.25
80PHOfM8KOBb7xEQN4C0lg,3.59
udhp12rP5oV0uRcVUTcfZA,3.47
uEG5uD9wMJixGWxaq34IEw,3.64
bgy1PPzEqklRtMq-9ssTkQ,3.75
qdEXAYozQKtDeleky9NacA,4.11
JEpvJBvjXnrAf4SFDb3EsQ,3.38
njp2bzIuoBtnbabMC5G2kw,4.8
2FiNCj5rM3nF0qgaWf86Gg,2.97
HkwfN9ItTrbyTEmkjHXTKg,4.04
F5Gri8cauLK3uOaZtQV2VQ,4.22
Mex8qXT7nR89uTKX_qtgSA,3.93
GhibpoTtNRskuDcI1ixwYQ,3.23
kom_byw9fPdVzw7Mw_C4HQ,3.67
iNOnXh1iaEIUPfWFnMPdXg,3.96
p5jXjPeG-lh8lOwFioboZg,3.7
ff6D3VgeolQ4UU5EfXJP4Q,4.86
nHKYXypVAz3mwNUVVUu4VA,4.33
q9XgOylNsSbqZqF_SO3-OQ,3.48
FGav1F2B6RvIsSmyyNrgTQ,3.33
sQ5wPNZJ6kN2zosRdovAsg,3.29
A9x6WO4DJuHzT2U_fT9Jhw,3.0
kvBcEmrcMAdxA31A3dhYfw,3.86
HR_Lxh2ycv0t745Ohiziew,4.05
OVmy8WqTGYluA87lQRSGdw,4.14
qeAt3hJ-ifUnnjTR5k8OeQ,3.1
b4fwPLVP5vmngBD3k0siqQ,4.07
NpHaZA0BDXcNy2rasi4BnQ,3.47
Vtf_KgrcGbk1LOKicY3lNg,3.7
e6jqQ_YXlGiLPi1z2HO0Pg,3.59
EOgFe505FwuNI2mgKJY7cQ,3.75
R9n2K6acBRqMjLVCUxgfOw,3.07
_6NI9_kujXCUEiwrnDI53g,3.68
XlLivlSlCpsrkSHd0TQErQ,4.83
QVrTqrLm3MC2QtENKbdanA,3.83
OxXt8az49ZWr-5eX0OanzQ,4.5
LXWAXIeYFIdgd2JVPF-9qA,3.67
n4PmRYAvx2c6X0-fb9mT9Q,3.38
oyi2OsdPtoIT8qAMfO2oXQ,4.0
Eg_UL0XaV_g4Dr3AeGZHUw,3.95
G4IR4Mqsg7kFLaruUpAP2A,4.48
Mq6B0dUVFxnmRC-Ifju9aQ,3.56
0H9ne5frm1GjO6TjUwbxlw,3.89
j472C2lnLtcdyXz4qA0YrA,2.28
rWEzjsSvYb1IsRphYb9Ceg,1.0
wttePGxhTumTTUinL5tlTg,3.47
ebsr5Hg2hE99-iEzSRPdBg,4.0
SXtjW6aonFzo3hj3kXBuIw,3.6
90emhwcear0v02FuxSgUfg,3.64
Hqgx3IdJAAaoQjvrUnbNvw,3.5
RncvGh0Kd2vRr1JADQEcIg,4.43
CSCk4Ad6LeOcQ16uRH8t6Q,4.67
ZDn42x7z6ZwINiqZzeTCwg,4.16
9Ysj3f3tI3m5QRDxvQAIKw,2.99
wSWDShwN69X58ydFJkIeDQ,3.94
JvAcIjgwz7HGtE_vgdoXkg,4.0
BEdApkuGmgqI6g4EOPyE8A,1.67
-weRL-FCmlR07rjcJguwew,4.42
koTB0T-WJWKmu9YS56GxVA,4.52
NiWYlka6NYK4fUB-KXZlFw,3.65
M6Wi9pKDx-W6rGgmf9GVMw,4.28
WPpgplA0tnGn3E65Ng6aYg,3.53
RyzzI97Vq4IelbSp5wwGtg,3.78
0oRtnPHtvZIE1UNxCDDTPw,4.16
JQsyLbRcUGM1Z4zYrI3nOQ,4.11
_ei7Bs7tciprz4im-_0kxg,4.56
mym5tXZoZCbuPCYQzI5Ysg,3.65
V1k7XMUX4qHVUi-3IUYzhA,4.17
rL3dPeKDTybG_ct9OCXGAA,3.57
0bNXP9quoJEgyVZu9ipGgQ,3.34
lAngRi4lwBIHmjCBVLd-8Q,3.77
ayQo2fUlJqvj7hYeCN-elg,3.9
drS3ZN6-zA3sr5WM2fG5tQ,4.44
KSTOdz0lSFCkqBSRNwjERA,3.75
_Pb1oErQ1d0gOEt5D3XTlw,3.29
EJkV29QY_oHwSngQiTj2rQ,3.49
6ZLjNYVfOfAtkkC-64ADZQ,3.64
hLGSG5ABlHEdfuvQsjPsJg,3.55
SH7jHJXak-R7-6zj5KKvrg,4.36
Ebi30JkOwUzAI-qRchF-xw,3.44
aHKSvKzfpwfTlu2dMJkzSA,3.89
6YuL-T1IWO8Kp4SgAasruw,2.0
hgmHst9wb_kZdYyBmQs5VA,3.88
6vmj7MMLnfYOLu1wCUpzYA,4.0
bgFy1-XjOGExDgsJDJpbqQ,3.45
BU070HYdGHGKYzxMU3FJ7g,3.88
KERcygLne38SC8dRQJ1zhw,2.5
M9zyD3urANpe6PoCnCJhDg,3.33
cMmQsFyrYBv6hIE6NffqZQ,3.81
fytQ4lPYbvzbzy6M4TIQ-g,3.78
oJd9zyKv4DynZm1_5Sl1NA,3.5
IIWtH1LHdfWDtIKYgdrrrA,4.08
iPhoJlwisUKGGrA0QNmYMw,3.74
r-zwGpl12La0MQn4Jf-2hw,2.93
anaD7V8vo16qYKdBURuiKw,4.08
4xaC4c660LOb2qdVeSZfqg,3.77
4d4xIM4lBG8BDZrG9pAuiQ,3.75
uQCk37gNl1bEmkjAv6_kAw,3.72
7RUOPOt3iDUXTuC8eVC68A,3.47
cCwj4RJSKU4-o9ZZ1VTtmA,4.06
dMRZ8JO-io8Jon3SWkpFQQ,4.38
8LAf67lQTjtsS98E55MYrg,2.48
H04_wADPTjn-5ULBGTN84A,3.59
2QV4KR18awb1hSwtnNVrPQ,3.8
rKmQI3HZcmOYrirBeO7Djw,3.33
sOgoEBH5rCJ1ug2wHhhvYg,3.45
hjPDVLfQsghAHJv6jogDDA,3.56
wtn-JNypbM7IupJm9t40Hw,4.8
5ezjKqMQgibe-D1AV5fCWw,3.9
W_h8ZrIS6mpO4bCqdmbCZg,3.67
XwEY9qjfXtdpNbmRY2p_bA,3.41
i-ws4XlBqcl9P4CLW11Gig,3.44
Zw2HgpyTgJf-l2yOSWff5A,3.76
JhVjbAXtCFttSInwC_W94A,3.31
PJlnYMj_YGmQ3SuAXral4Q,3.0
ykTUd9nIYDkQYhpntgcTVw,3.3
-sVRqx8I-STvI8ImUhY4bg,4.25
161ZPpvifgOCUKsFW-TGbQ,4.25
NjtZk9RSaQMuW7aGnGefGQ,2.76
die-1gtgzw5KcyUjKo-VSg,3.44
Yk37VAp452K7FwHWd1rrQw,3.95
wipbVXXkZeiYlCDX5ZbJig,3.88
zEnAdRzAA13Wj8xNqrc0NQ,3.77
Zkn45PKSC3Lj-o_ZnK35yw,3.95
qWpNxZ1nBfdxGbzBeawPdQ,3.88
6KZdYi8bZw4Od4C5VK1Wrg,3.86
CKqEh7wAUOBw07LXYCQrfw,4.0
dGZ-eee52o_K1ZavYXYqXA,3.57
4wB03cyIrbf_jLfodNFZoQ,4.69
B_XGRkJ5rqP3oDHoPt2fjw,4.17
Cp-PV8rsypbO-xBrQ6KmQg,3.42
m21EE2_CqPzpXdKsYsbVIA,3.91
8R_D8gXoLU2AjEs0dOxXow,3.2
Lra1XesEQl1kA3bEPLRiPg,3.79
vSFiOB9jkcclKBVvyU68Jg,4.0
di9IJXTJmCa4mO3bZVINDw,3.69
y5_vrqIylhXMrejM_-x_vA,3.95
FQFsuPE8C3lppg7sZoRFRg,3.33
zT0RnW-yPhXyz_GNap9Zpw,2.67
SjW6SsaOpvNOhiIONJdtTQ,3.81
yR6ZcAcpSqzH6_87upvokA,4.06
ryjqXdp68i2I9JPOpX9URw,3.29
q9B5_BOza_1SCRRKd-akzA,3.57
tdoL4Un5_hy_rJxEFLLOjw,3.79
R2v0sYDFRv7pFCcMcR3Pgg,3.33
-dIzdAyOMVRAPmPv8imPsQ,4.67
sYe1DZYWnAHVfEzWlLkaAw,3.44
GIwdJzBzacIFLHEZ81CloQ,3.27
yy8vNTtESId44OcGyaVnbw,3.41
BFi1UUUHJwnu0EJIWHhNRg,3.64
D6f_3rWBlSGx1lvt1g49AA,4.02
-YLtOLwOh1_xxxBnGtuvNg,3.47
0AbPhr31EpMgsOCCroUb9w,3.7
ivkGCpZTtah1YhJyi1rkeQ,4.67
tn8-7DDw8j0m_ztYAw9qVw,3.33
9ATHS9aF-O8aOU6g-P1X9g,4.14
Y7Y58lefWfl1wsMHK5UJLQ,3.86
9OiOuOhxnXZ3zcqFaIZiOg,4.27
9SmUBwtiLdI_4LcQoBdZkg,4.13
t9bEvV6c_7WvyK6UB8IH6w,3.74
f2KU_Pwc3EzYaunvrACEeA,4.19
xXddQy6m2cLcz9tfQu5fyA,4.1
8NBv8xMD1dTkM7c9TTTbeQ,3.6
0ZtoCu_CtmdvxewmK8WJ6g,4.0
O3Zn0N80C2eR3Vqk9olDmw,4.12
4Mc6LO_YrIZB6FA6BFg3QA,4.5
GOwr-GpWKBzf7vhcc2cH9g,3.57
5-VthQ5W4yGv9qNiTeiJ2Q,5.0
MWt24-6bfv_OHLKhwMQ0Tw,4.05
gN03qFYysM5DbgjuV6N0QQ,4.24
rO3WEI9L-_deUR9-JHuNQw,3.2
Y66q9-Nggoo6W5BgoP5FbA,3.97
EXBOkXWPNYZk5HFBg5NbTQ,4.04
V2dNkzZOk61E-ChEOwDlxA,4.03
zYVutbW7qMaa2UPYZItR1A,3.71
F97G9Uy4xlTf8hocE6jS7w,2.8
ltGh04bjEBhwItWVVG7UJg,3.27
wzmdB-xjGi4s8YTJvau9qQ,3.65
78SZGso0jVxf6aedF_fEkQ,4.6
Ugx7he6SzHS0PK5IG5c_Fg,4.71
odaj8Gm4jc7lF20WoZ8RZg,3.19
swgRfa4vN6mAMigyp2eCCQ,3.89
UrY6acLfg1wlwpBFvMOJ_Q,3.9
-F32Vl8Rk4dwsmk0f2wRIw,3.84
gdNJzMx9duSZCBdiU1QKFg,3.21
tuBIHGJjff8IelNdj-3oJA,3.35
Ps1Db9zOatoF_76FZNO5CQ,3.34
rjlb-7-JcmM6fR64ZpyTug,4.1
0Hmez6GVD2c_mGkhCgP9PQ,2.15
xFdK5lgUdeT3bWC7_MvcyQ,3.72
kYmm3Dp1UzkzdqlV6SsmSw,3.0
Pl4fs0QWR8FbnVNCzqF9lg,3.37
MJ2xFLYg_e9d62Wbxr50aQ,3.78
dv7buwZ16bX75jKufhOc3Q,4.0
tueZZgG49lLPMj1gRkM2Ag,3.69
OpUXG69nP4YjlEZDlkdVcQ,3.1
mAMRQF5-8cdWFONdnYIcgQ,4.42
DnwHp_A92KvllfaUIdFraw,3.72
gXQ3peDz-H8mFZO_U4ys3w,4.27
mlFupG8LJFaL4rvSTvCyyw,4.07
dH9FRHSZwlhLLamaZSFdGQ,4.3
wyxxRmD3no6t0ggy3thkLQ,4.4
B2iNtzkjfvR52reMewv6dQ,3.33
7ICVDkyjDLrAdxAZAQyVoA,4.0
6Uo7S088Ey0gsbODwCRo6A,3.46
IQTk7FS2EF657T8wJqr-sw,3.62
CioHHb-1cON75GXnU8KwUg,4.22
FI_BW7ZVM1F7jDENv2Ruyw,3.71
e4TQFVfepzHf--hnBsjntg,3.84
0CY9WLYFbVJfOMV2-B88oA,3.62
qBAaWZxyuFnSZU0NzFlNDw,3.58
28mNjM4cg0ZzOrsib5L64g,3.89
L71NWK9Rt6GIpsUn9rPCtQ,4.24
mIGJ761YC06_haLeQ0rgdQ,4.16
j_i3dcd64xaKhnq-uFzeTQ,3.17
HRSzxrZnwZ2Gl9iMrbbVCQ,3.14
2FtCOwNwd6UsBgScSc1_Ug,3.64
y7sq26EXGz7XG7DSo8TOuQ,3.8
4lkTIhTuMhLprQprGlTRlA,3.95
nZap52hBlz8HVtWYk4hmpA,4.38
DnSDTBU1wZZXLNSw5eQbjg,3.71
cH1lLTHReO6uDTif9bfOBA,3.51
Mw5ODEfASfOQ_FEl7QqyLw,3.0
8-mw_aotUGmP0k0s6QKwOA,3.96
sCzBAa3GZEB_ppjG3qRwHQ,3.89
JzjwvIzBA581SwJ7y2yCTA,3.92
etErOxgYf_AZHfRwmbIkFA,2.58
YPwFl3RCRwr-kyN-890STA,4.26
6ZXbTu3isjKoD42_iKOhqA,3.26
VPI1Fe0snQLjwVBsnjtjVQ,4.83
k_qZ47wApoqNwl7uNiiOBA,3.31
WpG-g-bcIoi9s0n41gP85g,3.47
0N0ngSQ8Njxfuvdxm1RpFA,3.86
8tQtnvhvYIXcAen9LulAJA,4.0
eshIqohS-9FMLdKOhTr2Ng,4.26
